SITE ID,SITE NAME,SUB REGION,CLASSIFICATION,CLASS,CONTRACTOR,REGIONAL SUPERVISOR,SDM,Lat,Long,Other remarks,
609302,Rubaare,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-1.0038615,30.140464,,
609304,Rubanga,Mbarara ,Urban,Platinum-P1,Camusat,Thomasi Seruyange,Faridah Nantege,-0.673352606,30.74265235,,
609305,Rubaya,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-1.44022,29.9611651,,
609308,Rugaazi,Mbarara ,Urban,P4,Camusat,Thomasi Seruyange,Faridah Nantege,-0.518778786,30.01961404,,
609310,Rugaga (Burunga),Mbarara ,Urban,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,-0.8375967,31.0294292,,
609313,Rugarama,Mbarara ,Urban,Platinum-P1,Camusat,Thomasi Seruyange,Faridah Nantege,-0.1051033,30.3177483,,
609320,Ruhiira,Mbarara ,Urban,Platinum-P1,Camusat,Thomasi Seruyange,Faridah Nantege,-0.8410086,30.6496039,,
609321,Ruhija2,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-1.0060114,29.7343465,,
609322,Ruhinda,Kabale  ,Urban,Platinum-P1,Camusat,Denis Masaba,Faridah Nantege,-0.694443333,30.01475167,,
609323,Ruhinja,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-1.0350699,29.7766824,,
609329,Rutoto,Mbarara ,Urban,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,-0.3173016,30.110196,,
609334,Rwamucucu,Kabale  ,Urban,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-1.1217633,30.07425,,
609337,Rwashamire_B,Kabale  ,Urban,Platinum-P1,Camusat,Denis Masaba,Faridah Nantege,-0.794171667,29.99023,,
609338,Rwebisengo,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,1.116588333,30.32103167,,
609343,Rwenshama,Kabale  ,Rural,Silver-P3,Camusat,Denis Masaba,Faridah Nantege,-0.413673333,29.775675,,
609345,Rwentuha,Mbarara ,Urban,Silver-P3,Camusat,Thomasi Seruyange,Faridah Nantege,-0.555963507,30.27484308,,
609347,Rwibare,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.542745,30.84976167,,
609348,Rwimi,Fort Portal   ,Rural,Platinum-P1,Camusat,Stephen Rwabwogo,Faridah Nantege,0.391478333,30.23048333,,
607622,Sanje,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.769496765,31.43267157,,
607628,Sembabule B,Masaka ,Rural,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.0948189,31.393315,,
609015,Bugoma,Hoima  ,Rural,Silver-P3,I-Engineering,Latima Musoke,Allan Kavuma,1.244376667,30.77412333,,
609020,Buhaguzi,Hoima  ,Rural,Platinum-P1,I-Engineering,Latima Musoke,Allan Kavuma,1.207965,30.90950833,,
607052,Bukwiri,Hoima  ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,1.145738333,31.54454833,,
609028,Bukwiri B,Hoima  ,Rural,Gold-P2,Camusat,Patrick Kinyera,Faridah Nantege,1.051725,31.31657333,,
609030,Buliisa,Hoima  ,Rural,Silver-P3,I-Engineering,Latima Musoke,Allan Kavuma,2.146583333,31.42550833,,
609041,Butema,Hoima  ,Rural,Platinum-P1,Camusat,Stephen Rwabwogo,Faridah Nantege,1.34883,31.42288,,
609068,Hoima_Town,Hoima  ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,1.42217,31.35830167,,
609128,Karuka,Hoima  ,Rural,Silver-P3,I-Engineering,Latima Musoke,Allan Kavuma,1.91108,31.416635,,
609141,Katera,Hoima  ,Rural,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.805618333,31.87468833,,
609164,Kidoma,Hoima  ,Rural,Platinum-P1,I-Engineering,Latima Musoke,Allan Kavuma,1.425073333,31.09590833,,
608567,Kigumba,Lira ,Rural,Silver-P3,I-Engineering,Latima Musoke,Allan Kavuma,1.85148225,32.0336191,,
609191,Kitoba,Hoima  ,Rural,Platinum-P1,Camusat,Stephen Rwabwogo,Faridah Nantege,1.518643333,31.37356167,,
607394,Lwentanga,Hoima  ,Rural,Platinum-P1,Camusat,Patrick Kinyera,Faridah Nantege,0.789293333,32.11621333,,
609272,Ngege,Hoima  ,Rural,Silver-P3,I-Engineering,Latima Musoke,Allan Kavuma,2.07589,31.53422,,
609283,Ntwetwe,Hoima  ,Rural,Silver-P3,Camusat,Patrick Kinyera,Faridah Nantege,0.921721667,31.66477167,,
609354,Wairaga,Hoima  ,Rural,Silver-P3,I-Engineering,Latima Musoke,Allan Kavuma,1.571506667,31.07088833,,
608566,Karuma,Lira ,Rural,Platinum-P1,I-Engineering,Latima Musoke,Allan Kavuma,2.21992273,32.25196309,,
609005,Biiso,Hoima  ,Rural,Gold-P2,I-Engineering,Latima Musoke,Allan Kavuma,1.728678333,31.4702,,
608544,Chobe lodge,Lira ,Rural,Silver-P3,I-Engineering,Latima Musoke,Allan Kavuma,2.2432097,32.1376116,,
608561,Kafu,Hoima  ,Rural,Platinum-P1,I-Engineering,Latima Musoke,Allan Kavuma,1.78441396,31.93511126,,
608570,Kimengo,Hoima  ,Rural,Silver-P3,I-Engineering,Latima Musoke,Allan Kavuma,1.57083648,31.94981281,,
609229,Masindi,Hoima  ,Rural,Platinum-P1,I-Engineering,Latima Musoke,Allan Kavuma,1.6891112,31.7522251,,
608602,Masindi_port,Lira ,Rural,Platinum-P1,I-Engineering,Latima Musoke,Allan Kavuma,1.68741292,32.1144371,,
608603,Migyera,Kampala North,Rural,Platinum-P1,I-Engineering,Robert Otim,Allan Kavuma,1.40896631,32.26780217,,
608609,Nakasongola,Kampala North,Rural,Platinum-P1,I-Engineering,Robert Otim,Allan Kavuma,1.32353295,32.47691994,,
608610,Nakasongola-Army,Kampala North,Rural,Platinum-P1,I-Engineering,Robert Otim,Allan Kavuma,1.38569658,32.50944783,,
608611,Nakitoma,Lira ,Rural,Platinum-P1,I-Engineering,Latima Musoke,Allan Kavuma,1.50791919,32.09960251,,
608650,Pakanyi,Hoima  ,Rural,Silver-P3,I-Engineering,Latima Musoke,Allan Kavuma,1.73950061,31.7553246,,
608501,Abim,Soroti  ,Rural,Silver-P3,Netis,Moses Wandera,William Bwire,2.698165,33.63887833,,
608503,Aboke,Lira ,Rural,Gold-P2,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.40294002,32.64809078,,
608504,Abooke2,Lira ,Rural,Platinum-P1,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.277769,32.76345173,,
608509,Achwa,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,2.923555,32.5447653,,
608510,Adilang,Lira ,Rural,Gold-P2,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.7043815,33.48323429,,
608513,Adwari,Lira ,Rural,Silver-P3,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.398883333,33.32058833,,
608514,Agelo,Gulu ,Rural,Silver-P3,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.3903818,32.2549622,,
608516,Akalu,Lira ,Rural,Gold-P2,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.12844636,32.84954222,,
608519,Amugo,Soroti  ,Rural,Platinum-P1,Netis,Moses Wandera,William Bwire,2.12635,33.35319,,
608523,Anyavu,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,2.702401,30.8494182,,
608526,Ariwara-Mbaraka,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,3.0686367,30.7957217,,
608531,Atar,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,2.4531,31.3862,,
608533,Atiak,Gulu ,Rural,P4,I-Engineering,Moses Kaganda,Allan Kavuma,3.26672,32.12098,,
608541,Bondo,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,2.7983331,31.0138586,,
608543,Cawente,Lira ,Rural,Platinum-P1,I-Engineering,Muhamood Kyongo,Allan Kavuma,1.7388265,32.3821608,,
608547,Delle,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,2.4686,31.3114,,
608548,Dokolo,Soroti  ,Rural,Platinum-P1,Netis,Moses Wandera,William Bwire,1.912246667,33.17444333,,
608550,Erusi,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,2.33587,31.12226,,
608557,Ibuje,Lira ,Rural,Platinum-P1,I-Engineering,Muhamood Kyongo,Allan Kavuma,1.91020658,32.38259069,,
608574,Kitgum,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.341801667,32.92898,,
608582,Lacor,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,2.7639856,32.276919,,
608583,Lacor2,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,2.810168333,32.17830833,,
608590,Lira,Lira ,Rural,Platinum-P1,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.23774914,32.89435424,,
608594,Lira_C,Lira ,Rural,Platinum-P1,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.166606667,32.91924833,,
608600,Lwala,Soroti  ,Rural,Platinum-P1,Netis,Moses Wandera,William Bwire,1.875091667,33.28493167,,
608601,Madi_Opei,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.59742547,33.09133191,,
608606,Moyo,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,3.647601667,31.82891,,
608608,Naam-Kora,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.359636667,33.25779667,,
608612,Namasale,Soroti  ,Rural,Silver-P3,Netis,Moses Wandera,William Bwire,1.534998333,32.69923333,,
608618,Noko,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,3.34193483,31.24011283,,
608624,Ochero,Soroti  ,Rural,Platinum-P1,Netis,Moses Wandera,William Bwire,1.677918333,33.01093,,
608629,Okollo,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,2.607664517,31.11653383,,
608635,Onduparaka,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,3.03859422,30.88619581,,
608637,Oraba2,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,3.52413,30.88549167,,
608638,Otwal,Lira ,Rural,Platinum-P1,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.50448804,32.75060914,,
608644,Padibe,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.46635723,32.76782142,,
608647,Paidha,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,2.399031667,30.95716,,
608648,Paimol,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.0426468,33.45663243,,
608649,Pajule,Gulu ,Rural,Gold-P2,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.9439772,32.9569503,,
608652,Palabek,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.40864699,32.59854232,,
608655,Paminyai,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,2.766663333,32.12636667,,
608660,Pawel,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.087811667,32.15797167,,
608661,Pekelle,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,3.36011356,31.84326859,,
608663,Purongo,Gulu ,Rural,Silver-P3,I-Engineering,Moses Kaganda,Allan Kavuma,2.549586667,31.901235,,
608666,Rhino Camp,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,3.020075,31.3987733,,
609042,Mugoma/Butiiti Mbale,Fort Portal   ,Rural,Silver-P3,Camusat,Stephen Rwabwogo,Faridah Nantege,0.536791667,30.525965,,
608676,Yumbe,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,3.446961667,31.20226667,,
608679,Zeu,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,2.4786638,30.8096249,,
608642,Padea,Arua  ,Rural,Silver-P3,I-Engineering,Innocent Ayiko,Allan Kavuma,2.353425,30.89896167,,
607609,Prestige Apartments (Lumumba),Kampala East  ,Urban,Gold-P2,Netis,Salim Kinene,William Bwire,0.319443333,32.57763833,,
607107,Elite Apartments,Kampala South ,Urban,Gold-P2,Netis,Salim Kinene,William Bwire,0.31189,32.58494833,,
607513,Nakasero Road,Kampala East  ,Urban,Gold-P2,Netis,Benbridge Mulongo,William Bwire,0.326388333,32.57622667,,
607408,Makerere College,Kampala North,Urban,Gold-P2,I-Engineering,Joash Lubwama,Allan Kavuma,0.3276566,32.5683515,,
607411,Makerere University,Kampala North,Urban,Gold-P2,I-Engineering,Joash Lubwama,Allan Kavuma,0.3389,32.5646633,,
607217,Kawaala,Mityana ,Urban,Gold-P2,Camusat,Christopher Alituha,Faridah Nantege,0.34061367,32.55230073,,
607146,Kabowa,Kampala West ,Urban,Gold-P2,Camusat,Christopher Alituha,Faridah Nantege,0.28447,32.55654167,,
607486,Muyenga,Kampala South ,Urban,Gold-P2,Netis,Salim Kinene,William Bwire,0.29299,32.611165,,
607667,Zana Masaja,Kampala West ,Urban,Gold-P2,Camusat,Christopher Alituha,Faridah Nantege,0.26574,32.577555,,
607224,Kawempe Kyadondo,Kampala North,Urban,Gold-P2,I-Engineering,Joash Lubwama,Allan Kavuma,0.37201245,32.5633213,,
607496,Nabweru,Mityana ,Urban,Gold-P2,Camusat,Patrick Kinyera,Faridah Nantege,0.3686621,32.5224442,,
607181,Kamwokya,Kampala East  ,Urban,P4,Netis,Benbridge Mulongo,William Bwire,0.341491667,32.5893,,
607266,Kireka Kasokoso,Kampala South ,Urban,Gold-P2,Netis,Salim Kinene,William Bwire,0.336445,32.64324167,,
607584,Nsambya Central,Kampala South ,Urban,Gold-P2,Netis,Salim Kinene,William Bwire,0.30052,32.5889,,
607626,Seguku,Kampala West ,Urban,Gold-P2,Camusat,Christopher Alituha,Faridah Nantege,0.2354243,32.5484628,,
607265,Kireka Kamuli,Kampala East  ,Urban,Gold-P2,Netis,Benbridge Mulongo,William Bwire,0.3517,32.64739167,,
607093,Bweyogerere,Kampala East  ,Urban,Gold-P2,Netis,Benbridge Mulongo,William Bwire,0.35835,32.66556,,
607128,Gayaza,Luwero ,Urban,Gold-P2,Netis,Benbridge Mulongo,William Bwire,0.455856667,32.609825,,
607230,Kawuga,Mukono ,Urban,Gold-P2,Netis,Samuel Naseke,William Bwire,0.366479383,32.73715505,,
607033,Bugolobi_Mkt,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.3188378,32.6218571,,
607231,Kawuku_Ggaba,Kampala South ,Urban,P4,Netis,Salim Kinene,William Bwire,0.269705,32.63203667,,
607618,Ryder Hotel,Kampala East  ,Urban,Gold-P2,Netis,Samuel Naseke,William Bwire,0.36646125,32.7150849,,
607623,Seeta,Kampala East  ,Urban,Gold-P2,Netis,Samuel Naseke,William Bwire,0.373848167,32.7108072,,
607396,Lweza,Kampala West ,Urban,Gold-P2,Camusat,Christopher Alituha,Faridah Nantege,0.216988333,32.549075,,
607104,Dundu,Kampala West ,Urban,Gold-P2,Camusat,Christopher Alituha,Faridah Nantege,0.16374,32.54988667,,
607299,Kitara,Kampala West ,Urban,Gold-P2,Camusat,Christopher Alituha,Faridah Nantege,0.110483333,32.52221,,
607204,Katabi,Kampala West ,Urban,Gold-P2,Camusat,Christopher Alituha,Faridah Nantege,0.083276667,32.477305,,
607619,Sagazi,Mukono ,Urban,Gold-P2,Netis,Samuel Naseke,William Bwire,0.392771667,32.96823,,
607447,Ministers’ Village,Kampala East  ,Urban,P4,Netis,Benbridge Mulongo,William Bwire,0.350355,32.619875,,
607573,Near Diplomat Zone_Kiwafu,Kampala South ,Urban,P4,Netis,Salim Kinene,William Bwire,0.290243333,32.61364,,
608224,Namanyonyi,Mukono ,Urban,Gold-P2,Netis,Samuel Naseke,William Bwire,0.416235,33.12472333,,
607458,Mpoma,Mukono ,Urban,Gold-P2,Netis,Samuel Naseke,William Bwire,0.4387933,32.7639881,,
607018,Biko,Hoima  ,Urban,Gold-P2,Camusat,Patrick Kinyera,Faridah Nantege,0.75639,31.941435,,
607645,UAP Building Nakawa,Kampala South ,Urban,P4,Netis,Salim Kinene,William Bwire,0.3276498,32.6120549,,
609207,Kyankwanzi,Hoima  ,Urban,Gold-P2,Camusat,Patrick Kinyera,Faridah Nantege,1.19379,31.81727167,,
607433,Matuga,Kampala North,Urban,Gold-P2,I-Engineering,Robert Otim,Allan Kavuma,0.45513102,32.52701843,,
607660,Wobulenzi,Luwero ,Urban,Gold-P2,I-Engineering,Robert Otim,Allan Kavuma,0.744056667,32.52991167,,
607576,Ngajju,Luwero ,Urban,Gold-P2,I-Engineering,Robert Otim,Allan Kavuma,1.00341067,32.4697065,,
607589,Nsangi,Kampala West ,Urban,Gold-P2,Camusat,M Patrick Kalibbala,Faridah Nantege,0.2778506,32.4541911,,
607144,Kabira,Kampala East  ,Urban,Gold-P2,Netis,Benbridge Mulongo,William Bwire,0.347998333,32.59941167,,
607553,Namungoona Hill,Mityana ,Urban,Gold-P2,Camusat,Patrick Kinyera,Faridah Nantege,0.33017378,32.54566849,,
607465,Mukono Hill,Mukono ,Urban,Gold-P2,Netis,Samuel Naseke,William Bwire,0.350422367,32.74390582,,
607094,Bweyogerere Butto,Kampala East  ,Urban,Gold-P2,Netis,Benbridge Mulongo,William Bwire,0.370683333,32.67784,,
607200,Kassanda,Mityana ,Urban,Gold-P2,Camusat,Patrick Kinyera,Faridah Nantege,0.5393294,31.8473861,,
607077,Busunju,Hoima  ,Urban,Gold-P2,Camusat,Patrick Kinyera,Faridah Nantege,0.5835567,32.2015183,,
608146,Kayunga,Luwero ,Rural,Gold-P2,Netis,Samuel Naseke,William Bwire,0.703395,32.9050617,,
608247,Ndizi,Mukono ,Rural,Gold-P2,Netis,Samuel Naseke,William Bwire,0.948725,33.12477,,
608114,Kachumbala,Mbale  ,Rural,Gold-P2,Netis,Jude Musana,William Bwire,1.22873,34.10996667,,
608157,Koloin,Soroti  ,Rural,Gold-P2,Netis,Moses Wandera,William Bwire,1.613924917,33.81057067,,
608008,Awoja,Soroti  ,Rural,Gold-P2,Netis,Moses Wandera,William Bwire,1.6648619,33.7074079,,
608063,Busoba,Mbale  ,Rural,Gold-P2,Netis,Jude Musana,William Bwire,0.97192,34.16998333,,
609169,Kihumuro,Kabale  ,Urban,Gold-P2,Camusat,Denis Masaba,Faridah Nantege,-1.2823036,30.0150536,,
609219,Lake Bunyonyi,Kabale  ,Urban,Gold-P2,Camusat,Denis Masaba,Faridah Nantege,-1.250965,29.921525,,
609330,Rwaburimbe,Kabale  ,Urban,Gold-P2,Camusat,Denis Masaba,Faridah Nantege,-1.2461165,29.8066653,,
609293,Nyamitanga,Mbarara ,Urban,Gold-P2,Camusat,Thomasi Seruyange,Faridah Nantege,-0.6276631,30.6523518,,
609053,Bwizibwera,Mbarara ,Urban,Gold-P2,Camusat,Thomasi Seruyange,Faridah Nantege,-0.467938333,30.56741833,,
609324,Rukungiri,Kabale  ,Urban,Gold-P2,Camusat,Denis Masaba,Faridah Nantege,-0.7883799,29.9293232,,
609328,Rutoto,Mbarara ,Urban,Gold-P2,Camusat,Thomasi Seruyange,Faridah Nantege,-0.3581903,30.1003886,,
609082,Itendero,Mbarara ,Urban,Gold-P2,Camusat,Thomasi Seruyange,Faridah Nantege,-0.5764438,30.4078075,,
609050,Bwijanga,Hoima  ,Rural,Gold-P2,I-Engineering,Latima Musoke,Allan Kavuma,1.5435794,31.5376385,,
607459,Muge,Masaka ,Rural,Gold-P2,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.07278332,31.97844288,,
607163,Kako,Masaka ,Rural,Gold-P2,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.301550267,31.7869916,,
607250,Kikonge,Masaka ,Rural,Gold-P2,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.341333333,31.61841667,,
607467,Mukukute,Masaka ,Urban,Gold-P2,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.3871159,31.1901693,,
609346,Rwesirabo,Mbarara ,Urban,Gold-P2,Camusat,Thomasi Seruyange,Faridah Nantege,-0.4793471,30.9853779,,
609331,Rwagaju,Mbarara ,Urban,Gold-P2,Camusat,Thomasi Seruyange,Faridah Nantege,-0.5417167,30.7308083,,
609024,Bukinda,Kabale  ,Urban,Gold-P2,Camusat,Denis Masaba,Faridah Nantege,-1.216441667,30.10997167,,
609301,Paraa,Hoima  ,Rural,Gold-P2,I-Engineering,Latima Musoke,Allan Kavuma,2.213233333,31.587265,,
609162,Kiboga,Hoima  ,Rural,Gold-P2,Camusat,Patrick Kinyera,Faridah Nantege,0.915466667,31.77321333,,
609146,Katooke,Fort Portal   ,Rural,Gold-P2,Camusat,Stephen Rwabwogo,Faridah Nantege,0.77251,30.67747167,,
609171,Kijura,Fort Portal   ,Rural,Gold-P2,Camusat,Stephen Rwabwogo,Faridah Nantege,0.812453333,30.410635,Site to be decommissioned,
609181,Kiryandongo,Lira ,Rural,Gold-P2,I-Engineering,Latima Musoke,Allan Kavuma,1.87938152,32.06389196,,
608614,National Water Arua (Arua Hill),Arua  ,Rural,Gold-P2,I-Engineering,Innocent Ayiko,Allan Kavuma,3.0116138,30.9171663,,
608505,Acholi Inn (Gulu 1 / Gulu North),Gulu ,Rural,Gold-P2,I-Engineering,Moses Kaganda,Allan Kavuma,2.7830586,32.2978058,,
608615,Nebbi,Arua  ,Rural,Gold-P2,I-Engineering,Innocent Ayiko,Allan Kavuma,2.466494733,31.06626647,,
608651,Pakwach,Arua  ,Rural,Gold-P2,I-Engineering,Innocent Ayiko,Allan Kavuma,2.4608,31.4939,,
608633,Omoro,Gulu ,Rural,Gold-P2,I-Engineering,Moses Kaganda,Allan Kavuma,2.6052,32.4431,,
608639,Pabbo,Gulu ,Rural,Gold-P2,I-Engineering,Moses Kaganda,Allan Kavuma,3.010135,32.14919333,,
608532,Atiak,Gulu ,Rural,Gold-P2,I-Engineering,Moses Kaganda,Allan Kavuma,3.257805,32.12182,,
608511,Adjumani,Gulu ,Rural,Gold-P2,I-Engineering,Moses Kaganda,Allan Kavuma,3.376368333,31.78043833,,
608674,Wandi,Arua  ,Rural,Gold-P2,I-Engineering,Innocent Ayiko,Allan Kavuma,3.0984383,30.9691633,,
608678,Yumbe Town,Arua  ,Rural,Gold-P2,I-Engineering,Innocent Ayiko,Allan Kavuma,3.469658333,31.24723667,,
608578,Koboko,Arua  ,Rural,Gold-P2,I-Engineering,Innocent Ayiko,Allan Kavuma,3.428091667,30.95710667,,
607119,Fourth Street,Kampala South ,Urban,Platinum-P1,Netis,Salim Kinene,William Bwire,0.3241755,32.6052653,,
607407,Makerere Business School,Kampala South ,Urban,Platinum-P1,Netis,Salim Kinene,William Bwire,0.329505,32.61648167,,
607483,Mutundwe,Kampala West ,Urban,Platinum-P1,Camusat,Christopher Alituha,Faridah Nantege,0.2832167,32.5319368,,
607341,Kyambogo,Kampala East  ,Urban,Platinum-P1,Netis,Benbridge Mulongo,William Bwire,0.341855,32.62788333,,
607232,Kazo,Kampala North,Urban,Platinum-P1,I-Engineering,Joash Lubwama,Allan Kavuma,0.36046373,32.55446041,,
607530,Namasuba,Kampala West ,Urban,Platinum-P1,Camusat,Christopher Alituha,Faridah Nantege,0.274351667,32.57031167,,
607597,Ntinda Primary School,Kampala East  ,Urban,Platinum-P1,Netis,Benbridge Mulongo,William Bwire,0.352255,32.616523,,
607155,Kagoma,Kampala North,Urban,Platinum-P1,I-Engineering,Joash Lubwama,Allan Kavuma,0.40175002,32.54260069,,
607385,Luwero,Luwero ,Urban,Platinum-P1,I-Engineering,Robert Otim,Allan Kavuma,0.84526251,32.49026919,,
607516,Nakasongola,Kampala North,Urban,Platinum-P1,I-Engineering,Robert Otim,Allan Kavuma,1.32371597,32.47759421,,
607207,Katakala,Mityana ,Urban,Platinum-P1,Camusat,Patrick Kinyera,Faridah Nantege,0.4041929,32.0191139,,
607082,Buwama,Masaka ,Urban,Platinum-P1,Camusat,M Patrick Kalibbala,Faridah Nantege,0.0575062,32.1143139,,
608101,Jinja BSC (Magwa),Mukono ,Rural,Platinum-P1,Netis,Emmanuel Kafuko,William Bwire,0.451795,33.21345333,,
608159,Kumi,Mbale  ,Rural,Platinum-P1,Netis,Moses Wandera,William Bwire,1.48669575,33.93348135,,
608271,Taqwa Mosque,Soroti  ,Rural,Platinum-P1,Netis,Moses Wandera,William Bwire,1.716293783,33.61880005,,
608176,Magamaga,Jinja ,Rural,Platinum-P1,Netis,Emmanuel Kafuko,William Bwire,0.52935,33.355585,,
608028,Bugiri,Jinja ,Rural,Platinum-P1,Netis,Emmanuel Kafuko,William Bwire,0.550425,33.75266333,,
608258,Poyameri,Jinja ,Rural,Platinum-P1,Netis,Jude Musana,William Bwire,0.62332,34.09652167,,
609077,Ishaka,Mbarara ,Urban,Platinum-P1,Camusat,Denis Masaba,Faridah Nantege,-0.5539498,30.1392065,,
609236,Mbarara BSC (Kamukuzi),Mbarara ,Urban,Platinum-P1,Camusat,Thomasi Seruyange,Faridah Nantege,-0.608984517,30.64192258,,
609248,Mubende,Mityana ,Rural,Platinum-P1,Camusat,Patrick Kinyera,Faridah Nantege,0.5576049,31.3943152,,
609228,Masindi BSC,Hoima  ,Rural,Platinum-P1,I-Engineering,Latima Musoke,Allan Kavuma,1.6815886,31.7226817,,
609150,Katunguru,Fort Portal   ,Rural,Platinum-P1,Camusat,Stephen Rwabwogo,Faridah Nantege,1.218479285,34.25188355,,
609230,Masindi Hill,Hoima  ,Rural,Platinum-P1,I-Engineering,Latima Musoke,Allan Kavuma,1.6895603,31.7537767,,
608597,Loro,Lira ,Rural,Platinum-P1,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.23431956,32.48776729,,
607111,Entebbe Airport,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.044568333,32.44232,,
607112,Entebbe Airport,Kampala West ,Urban,Silver-P3,Camusat,Christopher Alituha,Faridah Nantege,0.044883333,32.44261333,,
607129,Gazaland,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.31379713,32.57623332,,
607095,Capital House,Kampala South ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.311186667,32.57945167,,
607361,Labonita,Kampala East  ,Urban,Gold-P2,Netis,Salim Kinene,William Bwire,0.315196667,32.58390167,,
607102,Crested Towers,Kampala East  ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.317858333,32.58874167,,
607257,King Fadh Plaza,Kampala North,Urban,Silver-P3,I-Engineering,Joash Lubwama,Allan Kavuma,0.316,32.5765,,
607012,Bauman House,Kampala East  ,Urban,Silver-P3,Netis,Salim Kinene,William Bwire,0.313521667,32.58737667,,
607355,Kyengera,Kampala West ,Urban,Silver-P3,Camusat,M Patrick Kalibbala,Faridah Nantege,0.29242798,32.50210928,,
607657,WARID Towers,Kampala East  ,Urban,Silver-P3,Netis,Benbridge Mulongo,William Bwire,0.3207695,32.5881827,,
